 Mean   LowerBoundCI   UpperBoundCI 
1 0.0 0.0 0.0
2 0.0 0.0 0.0
3 0.0 0.0 0.0
4 0.0 0.0 0.0
5 0.0 0.0 0.0
6 0.0 0.0 0.0
7 0.0 0.0 0.0
8 0.0 0.0 0.0
9 0.0 0.0 0.0
10 0.0 0.0 0.0
11 0.0 0.0 0.0
12 0.0 0.0 0.0
13 0.03333333333333333 -0.03199999999999995 0.09866666666666662
14 0.06666666666666667 -0.0241216222805411 0.15745495561387443
15 0.1 -0.009188858848106482 0.2091888588481065
16 0.13333333333333333 0.009609750681461457 0.2570569159852052
17 0.13333333333333333 0.009609750681461457 0.2570569159852052
18 0.16666666666666666 0.031025716238891415 0.30230761709444187
19 0.2 0.054414854869191315 0.34558514513080874
20 0.2 0.054414854869191315 0.34558514513080874
21 0.2 0.054414854869191315 0.34558514513080874
22 0.2 0.054414854869191315 0.34558514513080874
23 0.2 0.054414854869191315 0.34558514513080874
24 0.2 0.054414854869191315 0.34558514513080874
25 0.23333333333333334 0.07939429977251147 0.38727236689415523
26 0.3333333333333333 0.16175959439662918 0.5049070722700375
27 0.3333333333333333 0.16175959439662918 0.5049070722700375
28 0.36666666666666664 0.1912749976858034 0.5420583356475299
29 0.4 0.22169534015024192 0.5783046598497581
30 0.4 0.22169534015024192 0.5783046598497581
31 0.43333333333333335 0.2529767686580881 0.6136898980085785
32 0.4666666666666667 0.28509008877225117 0.6482432445610822
33 0.5 0.3180185685864892 0.6819814314135109
34 0.5 0.3180185685864892 0.6819814314135109
35 0.5333333333333333 0.3517567554389178 0.7149099112277488
36 0.5333333333333333 0.3517567554389178 0.7149099112277488
37 0.5333333333333333 0.3517567554389178 0.7149099112277488
38 0.5333333333333333 0.3517567554389178 0.7149099112277488
39 0.5666666666666667 0.3863101019914214 0.7470232313419118
40 0.5666666666666667 0.3863101019914214 0.7470232313419118
41 0.5666666666666667 0.3863101019914214 0.7470232313419118
42 0.6666666666666666 0.49509292772996255 0.8382404056033708
43 0.7 0.5332112630942344 0.8667887369057655
44 0.7333333333333333 0.5723828995172237 0.8942837671494429
45 0.7333333333333333 0.5723828995172237 0.8942837671494429
46 0.7666666666666667 0.6127276331058449 0.9206057002274886
47 0.8333333333333334 0.6976923829055581 0.9689742837611086
48 0.8333333333333334 0.6976923829055581 0.9689742837611086
49 0.8333333333333334 0.6976923829055581 0.9689742837611086
50 0.8333333333333334 0.6976923829055581 0.9689742837611086
51 0.8333333333333334 0.6976923829055581 0.9689742837611086
52 0.8333333333333334 0.6976923829055581 0.9689742837611086
53 0.8666666666666667 0.7429430840147948 0.9903902493185386
54 0.9 0.7908111411518935 1.0091888588481064
55 0.9 0.7908111411518935 1.0091888588481064
56 0.9 0.7908111411518935 1.0091888588481064
57 0.9 0.7908111411518935 1.0091888588481064
58 0.9 0.7908111411518935 1.0091888588481064
59 0.9 0.7908111411518935 1.0091888588481064
60 0.9333333333333333 0.8026666666666668 1.064
61 0.9333333333333333 0.8026666666666668 1.064
62 1.0 0.8120503858177295 1.1879496141822705
63 0.9666666666666667 0.8522127073106858 1.0811206260226476
64 1.0666666666666667 0.9057162328505571 1.2276171004827763
65 1.1 0.9559393486604764 1.2440606513395238
66 1.0333333333333334 0.9680000000000002 1.0986666666666667
67 1.1 0.9559393486604764 1.2440606513395238
68 1.1 0.9559393486604764 1.2440606513395238
69 1.0333333333333334 0.9680000000000002 1.0986666666666667
70 1.1 0.9559393486604764 1.2440606513395238
71 1.1 0.9559393486604764 1.2440606513395238
72 1.0333333333333334 0.9680000000000002 1.0986666666666667
73 1.1 0.9559393486604764 1.2440606513395238
74 1.1333333333333333 0.9779667047671233 1.2886999618995434
75 1.0666666666666667 0.9758783777194588 1.1574549556138745
76 1.1666666666666667 1.0016523284994447 1.3316810048338887
77 1.1666666666666667 1.0016523284994447 1.3316810048338887
78 1.1 0.9908111411518936 1.2091888588481066
79 1.1666666666666667 1.0016523284994447 1.3316810048338887
80 1.1666666666666667 1.0016523284994447 1.3316810048338887
81 1.1 0.9908111411518936 1.2091888588481066
82 1.2 1.026719017631551 1.3732809823684489
83 1.2333333333333334 1.0529767686580882 1.4136898980085786
84 1.1666666666666667 1.0310257162388914 1.302307617094442
85 1.2333333333333334 1.0529767686580882 1.4136898980085786
86 1.2666666666666666 1.0802898802542757 1.4530434530790575
87 1.2 1.0544148548691912 1.3455851451308087
88 1.2666666666666666 1.0802898802542757 1.4530434530790575
89 1.2333333333333334 1.0529767686580882 1.4136898980085786
90 1.1666666666666667 1.0310257162388914 1.302307617094442
91 1.2333333333333334 1.0529767686580882 1.4136898980085786
92 1.2666666666666666 1.0802898802542757 1.4530434530790575
93 1.2 1.0544148548691912 1.3455851451308087
94 1.2666666666666666 1.0802898802542757 1.4530434530790575
95 1.3 1.108558763255048 1.491441236744952
96 1.2333333333333334 1.0793942997725114 1.3872723668941553
